date,region,cumulative (confirmed + probable + suspects),fatality rate for confirmed and probables,new admits to cte so far,new cases of confirmed,new cases of confirmed among health workers,new cases of probables,new cases of suspects,new contacts registered so far,new deaths registered,new deaths registered among health workers,new deaths registered today,new deaths registered today (confirmed),new deaths registered today (probables),new deaths registered today (suspects),number of confirmed cases among health workers,number of contacts followed today,number of contacts followed yesterday,number of contacts lost to follow up,number of contacts out of the track 21 days,number of contacts out of track,number of contacts to follow today,number of death of confirmed cases among health workers,number of deaths of confirmed cases among health workers,number of deaths of probables cases among health workers,number of female confirmed cases,number of female probables cases,number of female suspects cases,number of male confirmed cases,number of male probables cases,number of male suspects cases,number of patients tested,number of probables cases among health workers,number of samples collected,number of samples collected today,number of samples under test,number of suspects cases among health workers,total pec center today,total pec center today (confirmed),total pec center today (probables),total pec center today (suspects),total case of confirmed among health workers,total cases of confirmed,total cases of probables,total cases of suspects,total contacts registered from start date,total deaths (confirmed + probables + suspects),total deaths of confirmed,total deaths of probables,total deaths of suspects,total deaths registered among health workers,total new cases registered so far,total number of admissions to cte,total number of exits from cte,total number of female cases,total number of hospitalized cases in cte,total number of male cases,total of cured in confirmed cases in cte,total of deaths in confirmed cases in cte,total samples tested,total suspected non-class cases
2014-09-04,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,kissidougou,7,8.6e-07,,,0,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2,5,0,159,6,1,5,0,0,0,0,0,,0,,,,,7
2014-09-04,kouroussa,4,1e-06,,,0,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2,2,0,94,4,2,2,0,0,0,0,0,,0,,,,,1
2014-09-04,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,macenta,199,5.8e-07,,12,0,,12,,4,0,,,,,,575,,0,357,,759,,,,,,,,,,,,,0,0,,,,,,8,169,12,18,1062,116,103,12,1,6,24,0,0,,0,,,,0,103
2014-09-04,mzerekore,11,5.500000000000001e-07,,,,,,2,,0,,,,,,77,,0,121,,77,,,,,,,,,,,,,,,,,,,,1,10,1,0,198,6,5,1,0,1,0,0,0,,0,,,,,7
2014-09-04,pita,9,3.3e-07,,,0,,,,,0,,,,,,32,,0,108,,32,,,,,,,,,,,,,,,,,,,,0,6,1,2,140,3,2,1,0,0,0,0,0,,0,,,,,10
2014-09-04,siguiri,6,5e-07,,,0,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6,0,0,141,3,3,0,0,0,0,13,0,,0,,,,,8
2014-09-04,telimele,26,3.8e-07,,,0,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23,3,0,259,10,7,3,0,1,0,41,0,,0,,,,,18
2014-09-04,totals,823,6.099999999999999e-07,13,17,0,0,13,21,5,0,,,,,,1707,,5,6797,,1978,,,,,,,,,,,,,58,0,,,,,,50,621,151,51,8746,522,368,151,3,26,30,1191,15,,103,,,,249,682
2014-09-04,yomou,11,3.6e-07,,,0,,,,,0,,,,,,35,,0,0,,35,,,,,,,,,,,,,,,,,,,,1,10,0,1,56,4,4,0,0,1,0,0,0,,0,,,,,7
2014-09-08,beyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,boffa,24,6.7e-07,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19,5,0,397,16,11,5,0,0,0,0,0,,0,,,,,19
2014-09-08,conakry,131,4.400000000000001e-07,1,,2,,,,,0,,,,,,531,,0,1809,,585,,,,,,,,,,,,,5,0,,,,,,28,113,8,10,2297,57,47,8,2,13,0,396,4,,22,,,,899,246
2014-09-08,coyah,6,3.3e-07,,,,,,,,0,,,,,,74,,0,0,,74,,,,,,,,,,,,,,,,,,,,0,5,0,1,74,2,2,0,0,0,0,0,0,,0,,,,,1
2014-09-08,dabola,4,1e-06,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1,3,0,69,4,1,3,0,0,0,0,0,,0,,,,,3
2014-09-08,dalaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,dinguiraye,1,1e-06,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,,0,,,,,0
2014-09-08,dubreka,21,1.9e-07,,,,,,,,0,,,,,,180,,0,0,,180,,,,,,,,,,,,,,,,,,,,4,21,0,0,180,4,4,0,0,0,0,0,0,,0,,,,,15
2014-09-08,forecariah,6,6.7e-07,,,,,,,,0,,,,,,72,,0,35,,123,,,,,,,,,,,,,,,,,,,,0,6,0,0,123,4,4,0,0,0,0,0,0,,0,,,,,7
2014-09-08,gueckedou,343,8.4e-07,17,,,,1,,1,0,,,,,,315,,0,3325,,318,,,,,,,,,,,,,28,0,,,,,,8,230,110,3,3643,289,179,110,0,6,1,774,4,,80,,,,1337,250
2014-09-08,kerouane,11,9e-08,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,11,0,0,0,1,1,0,0,0,0,0,0,,0,,,,,3
2014-09-08,kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,kissidougou,7,8.6e-07,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,2,5,0,159,6,1,5,0,0,0,0,0,,0,,,,,7
2014-09-08,kouroussa,4,1e-06,,,,,,,,0,,,,,,48,,0,46,,48,,,,,,,,,,,,,,,,,,,,0,2,2,0,94,4,2,2,0,0,0,0,0,,0,,,,,1
2014-09-08,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,macenta,237,6e-07,32,8,,,4,,3,0,,,,,,602,,0,357,,783,,,,,,,,,,,,,0,0,,,,,,8,209,12,16,1078,142,128,12,2,6,12,32,0,,0,,,,0,118
2014-09-08,mzerekore,14,4.3e-07,,2,,,,5,,0,,,,,,58,,0,146,,58,,,,,,,,,,,,,,,,,,,,1,13,1,0,204,6,5,1,0,1,2,0,0,,0,,,,,7
2014-09-08,pita,8,3.8e-07,,,,,,,,0,,,,,,32,,0,108,,32,,,,,,,,,,,,,,,,,,,,0,6,1,1,140,3,2,1,0,0,0,0,0,,0,,,,,12
2014-09-08,siguiri,6,5e-07,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6,0,0,141,3,3,0,0,0,0,13,0,,0,,,,,8
2014-09-08,telimele,26,3.8e-07,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23,3,0,259,10,7,3,0,1,0,41,0,,0,,,,,18
2014-09-08,totals,861,6.500000000000001e-07,50,11,2,0,5,5,4,0,,,,,,1868,,0,6851,,2162,,,,,,,,,,,,,33,0,,,,,,54,678,151,32,8840,557,402,151,4,28,16,1256,8,,102,,,,2236,714
2014-09-08,yomou,12,4.2e-07,,1,,,,,,0,,,,,,30,,0,0,,35,,,,,,,,,,,,,,,,,,,,1,11,0,1,56,5,5,0,0,1,1,0,0,,0,,,,,3
2014-09-26,beyla,1.0,,,,,,,,,0.0,,,,,,13.0,,0.0,0.0,,13.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
2014-09-26,boffa,24,6.7e-07,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19,5,0,397,16,11,5,0,0,0,0,0,,0,,,,,20
2014-09-26,conakry,180,4.0999999999999994e-07,1,7,,,,,,0,,,,,,695,,0,2514,,720,,,,,,,,,,,,,16,0,,,,,,38,160,8,12,3234,73,63,8,2,18,7,519,7,,41,,,,1131,299
2014-09-26,coyah,9,5.6e-07,,,,,,,,0,,,,,,98,,1,17,,98,,,,,,,,,,,,,,,,,,,,1,9,0,0,116,5,5,0,0,0,0,0,0,,0,,,,,4
2014-09-26,dabola,4,1e-06,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1,3,0,69,4,1,3,0,0,0,0,0,,0,,,,,3
2014-09-26,dalaba,5,0.0,,1,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,5,0,0,34,0,0,0,0,0,1,0,0,,0,,,,,1
2014-09-26,dinguiraye,1,1e-06,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,,0,,,,,0
2014-09-26,dubreka,21,3.3e-07,,,,,,,,0,,,,,,49,,0,292,,49,,,,,,,,,,,,,,,,,,,,3,21,0,0,341,7,7,0,0,1,0,0,0,,0,,,,,19
2014-09-26,forecariah,12,6e-07,,,,2,,,,0,,,,,,74,,0,61,,84,,,,,,,,,,,,,,,,,,,,0,15,11,2,145,9,7,2,0,0,2,0,0,,0,,,,,
2014-09-26,gueckedou,362,8.199999999999999e-07,8,,,,1,,,0,,,,,,180,,0,3629,,180,,,,,,,,,,,,,14,0,,,,,,9,244,111,7,3809,297,185,111,1,6,1,927,9,,61,,,,1629,259
2014-09-26,kerouane,23,2.2000000000000004e-07,,1,,,,,,0,,,,,,200,,0,437,,200,,,,,,,,,,,,,,,,,,,,0,23,0,0,637,5,5,0,0,0,1,0,0,,0,,,,,9
2014-09-26,kindia,1.0,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
2014-09-26,kissidougou,8,8.800000000000002e-07,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,3,5,0,159,7,2,5,0,0,0,0,0,,0,,,,,7
2014-09-26,kouroussa,4,1e-06,,,,,,,,0,,,,,,0,,0,94,,0,,,,,,,,,,,,,,,,,,,,0,2,2,0,94,4,2,2,0,0,0,0,0,,0,,,,,2
2014-09-26,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,macenta,357,5.4e-07,,1,,,1,31,5,0,,,,,,1131,,0,297,,1139,,,,,,,,,,,,,0,0,,,,,,9,335,12,10,1436,193,179,12,2,7,2,0,0,,0,,,,0,144
2014-09-26,mzerekore,37,7e-07,,,,5,,2,,0,,,,,,138,,0,185,,139,,,,,,,,,,,,,,,,,,,,2,21,16,0,324,26,10,16,0,1,5,0,0,,0,,,,,10
2014-09-26,pita,8,3.8e-07,,,,,,,,0,,,,,,0,,0,140,,0,,,,,,,,,,,,,,,,,,,,0,6,1,1,140,3,2,1,0,0,0,0,0,,0,,,,,18
2014-09-26,siguiri,6,5e-07,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6,0,0,141,3,3,0,0,0,0,13,0,,0,,,,,9
2014-09-26,telimele,26,3.8e-07,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23,3,0,259,10,7,3,0,1,0,41,0,,0,,,,,18
2014-09-26,totals,1103,6.099999999999999e-07,9,10,0,7,2,33,5,0,,,,,,2598,,1,8747,,2656,,,,,,,,,,,,,30,0,,,,,,67,902,169,32,11404,668,668,494,169,35,19,1500,16,,102,,,,2760,838
2014-09-26,yomou,11,4.5000000000000003e-07,,,,,,,,0,,,,,,0,,0,56,,0,,,,,,,,,,,,,,,,,,,,1,11,0,0,56,5,5,0,0,1,0,0,0,,0,,,,,4
2014-09-30,beyla,2.0,,,,,,,14.0,,0.0,,,,,,29.0,,0.0,0.0,,29.0,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,29.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
2014-09-30,boffa,24,6.7e-07,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19,5,0,397,16,11,5,,0,0,0,0,,0,,,,,20
2014-09-30,conakry,185,4.0999999999999994e-07,2,,,,,,1,0,,,,,,752,,0,2500,,773,,,,,,,,,,,,,5,0,,,,,,38,166,10,9,3273,76,66,10,,18,0,553,5,,37,,,,1155,347
2014-09-30,coyah,12,4.2e-07,,1,,,,,,0,,,,,,98,,1,17,,98,,,,,,,,,,,,,,,,,,,,1,12,0,0,116,5,5,0,,0,1,0,0,,0,,,,,6
2014-09-30,dabola,4,1e-06,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1,3,0,69,4,1,3,,0,0,0,0,,0,,,,,3
2014-09-30,dalaba,6,0.0,,,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,6,0,0,34,0,0,0,,0,0,0,0,,0,,,,,1
2014-09-30,dinguiraye,1,1e-06,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,,0,0,0,0,,0,,,,,0
2014-09-30,dubreka,21,3.3e-07,,,,,,,,0,,,,,,49,,0,292,,49,,,,,,,,,,,,,,,,,,,,3,21,0,0,341,7,7,0,,1,0,0,0,,0,,,,,20
2014-09-30,forecariah,16,5.6e-07,,,,,,6,,0,,,,,,146,,0,61,,151,,,,,,,,,,,,,,,,,,,,0,11,2,3,212,9,7,2,,0,0,0,0,,0,,,,,13
2014-09-30,gueckedou,361,8.3e-07,6,1,,,1,,1,0,,,,,,140,,0,3629,,140,,,,,,,,,,,,,14,0,,,,,,9,245,112,4,3809,300,188,112,,6,2,914,8,,48,,,,1652,266
2014-09-30,kerouane,23,2.2000000000000004e-07,,,,,,,,0,,,,,,194,,0,480,,194,,,,,,,,,,,,,,,,,,,,0,23,0,0,674,5,5,0,,0,0,0,0,,0,,,,,9
2014-09-30,kindia,1.0,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,4.0
2014-09-30,kissidougou,8,8.800000000000002e-07,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,3,5,0,159,7,2,5,,0,0,0,0,,0,,,,,7
2014-09-30,kouroussa,4,1e-06,,,,,,,,0,,,,,,0,,0,94,,0,,,,,,,,,,,,,,,,,,,,0,2,2,0,94,4,2,2,,0,0,0,0,,0,,,,,2
2014-09-30,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,macenta,400,5.699999999999999e-07,,7,,,,,1,0,,,,,,1030,,0,525,,1038,,,,,,,,,,,,,0,0,,,,,,9,377,16,7,1563,229,213,16,,7,7,27,0,,27,,,,0,193
2014-09-30,mzerekore,50,5.8e-07,,2,,,3,,1,0,,,,,,149,,0,202,,151,,,,,,,,,,,,,,,,,,,,2,26,15,9,353,29,14,15,,1,5,0,0,,0,,,,,11
2014-09-30,pita,8,3.8e-07,,,,,,,,0,,,,,,0,,0,140,,0,,,,,,,,,,,,,,,,,,,,0,6,1,1,140,3,2,1,,0,0,0,0,,0,,,,,18
2014-09-30,siguiri,6,5e-07,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6,0,0,141,3,3,0,,0,0,13,0,,0,,,,,9
2014-09-30,telimele,26,3.8e-07,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23,3,0,259,10,7,3,,1,0,41,0,,0,,,,,18
2014-09-30,totals,1169,6.099999999999999e-07,8,11,0,0,4,20,4,0,,,,,,2615,,1,9021,,2657,,,,,,,,,,,,,19,0,,,,,,67,961,175,33,11719,714,539,175,,35,15,1548,13,,112,,,,2807,951
2014-09-30,yomou,11,4.5000000000000003e-07,,,,,,,,0,,,,,,0,,0,56,,0,,,,,,,,,,,,,,,,,,,,1,11,0,0,56,5,5,0,,1,0,0,0,,0,,,,,4
2014-09-23,beyla,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,boffa,24,6.7e-07,,,,,,,,0,,,,,,0,,0,397,,0,,,,,,,,,,,,,,,,,,,,0,19,5,0,397,16,11,5,0,0,0,0,0,,0,,,,,20
2014-09-23,conakry,161,4.400000000000001e-07,8,3,,,2,26,,0,,,,,,756,,0,2193,,801,,,,,,,,,,,,,13,0,,,,,,38,139,8,14,2994,71,61,8,2,18,5,497,1,,29,,,,1079,299
2014-09-23,coyah,9,5.6e-07,,,,,,,,0,,,,,,98,,1,17,,98,,,,,,,,,,,,,,,,,,,,1,9,0,0,116,5,5,0,0,0,0,0,0,,0,,,,,4
2014-09-23,dabola,4,1e-06,,,,,,,,0,,,,,,0,,0,69,,0,,,,,,,,,,,,,,,,,,,,0,1,3,0,69,4,1,3,0,0,0,0,0,,0,,,,,3
2014-09-23,dalaba,2,0.0,,,,,,,,0,,,,,,20,,0,0,,34,,,,,,,,,,,,,,,,,,,,0,2,0,0,34,0,0,0,0,0,0,0,0,,0,,,,,1
2014-09-23,dinguiraye,1,1e-06,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,,0,,,,,0
2014-09-23,dubreka,21,3.3e-07,,,,,,,,0,,,,,,49,,0,292,,49,,,,,,,,,,,,,,,,,,,,3,21,0,0,341,7,7,0,0,1,0,0,0,,0,,,,,19
2014-09-23,forecariah,12,5.8e-07,,2,,,,,,0,,,,,,74,,0,61,,84,,,,,,,,,,,,,,,,,,,,0,11,0,1,145,7,7,0,0,0,2,0,0,,0,,,,,12
2014-09-23,gueckedou,358,8.199999999999999e-07,9,2,,,1,30,,0,,,,,,195,,0,3595,,202,,,,,,,,,,,,,23,0,,,,,,9,241,111,6,3797,295,183,111,1,6,3,895,9,,51,,,,1586,259
2014-09-23,kerouane,22,2.3e-07,,,,,,,,0,,,,,,144,,0,71,,144,,,,,,,,,,,,,,,,,,,,0,22,0,0,215,5,5,0,0,0,0,0,0,,0,,,,,9
2014-09-23,kindia,1,0.0,,,,,,,,0,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0
2014-09-23,kissidougou,8,8.800000000000002e-07,,,,,,,,0,,,,,,0,,0,159,,0,,,,,,,,,,,,,,,,,,,,0,3,5,0,159,7,2,5,0,0,0,0,0,,0,,,,,7
2014-09-23,kouroussa,4,1e-06,,,,,,,,0,,,,,,0,,0,94,,0,,,,,,,,,,,,,,,,,,,,0,2,2,0,94,4,2,2,0,0,0,0,0,,0,,,,,2
2014-09-23,lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,macenta,338,5.3e-07,,17,,,,,3,0,,,,,,555,,0,539,,831,,,,,,,,,,,,,0,0,,,,,,9,317,12,9,1370,180,166,12,2,7,17,19,0,,19,,,,0,144
2014-09-23,mzerekore,32,6.3e-07,,1,,,1,8,,0,,,,,,83,,1,84,,84,,,,,,,,,,,,,,,,,,,,2,20,11,1,264,20,9,11,0,1,2,0,0,,0,,,,,10
2014-09-23,pita,8,3.8e-07,,,,,,,,0,,,,,,0,,0,140,,0,,,,,,,,,,,,,,,,,,,,0,6,1,1,140,3,2,1,0,0,0,0,0,,0,,,,,18
2014-09-23,siguiri,6,5e-07,,,,,,,,0,,,,,,0,,0,141,,0,,,,,,,,,,,,,,,,,,,,2,6,0,0,141,3,3,0,0,0,0,13,0,,0,,,,,9
2014-09-23,telimele,26,3.8e-07,,,,,,,,0,,,,,,0,,0,259,,0,,,,,,,,,,,,,,,,,,,,2,23,3,0,259,10,7,3,0,1,0,41,0,,0,,,,,18
2014-09-23,totals,1048,6.099999999999999e-07,17,25,0,0,4,64,3,0,,,,,,2004,,4,8132,,2362,,,,,,,,,,,,,36,0,,,,,,67,854,162,32,10591,643,476,162,5,35,29,1465,10,,99,,,,2665,838
2014-09-23,yomou,11,4.5000000000000003e-07,,,,,,,,0,,,,,,30,,2,21,,35,,,,,,,,,,,,,,,,,,,,1,11,0,0,56,5,5,0,0,1,0,0,0,,0,,,,,4
